Content_type,Router1_type_req,Router2_type_req,Router3_type_req,Router4_type_req,Router5_type_req,Router6_type_req,Router1_total_req,Router2_total_req,Router3_total_req,Router4_total_req,Router5_total_req,Router6_total_req,Request_at_allnode,Popularity
304,818,608,1167,49,53,69,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
305,10,5,77,8,771,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
306,732,532,950,24,1695,24,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
307,115,60,736,196,1789,744,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
308,218,126,1289,514,1021,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
309,994,769,34,139,1151,395,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
310,35,16,251,36,2186,43,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
311,1175,942,180,295,93,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
312,570,394,563,2,259,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
313,630,444,702,7,722,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
314,708,511,890,18,1449,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
315,232,136,1362,567,1258,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
316,1002,777,39,145,1221,426,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
317,49,24,345,58,154,91,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
318,62,30,422,79,419,151,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
319,488,327,381,1798,2000,896,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
320,1488,1255,567,736,1998,35,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
321,1333,1098,360,489,907,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
322,637,450,718,8,779,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
323,1105,875,115,226,2096,972,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
324,214,124,1270,502,963,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
325,45,21,316,50,71,73,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
326,575,398,575,3,294,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
327,207,119,1236,478,856,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
328,708,511,891,19,1452,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
329,553,380,525,2,154,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
330,388,249,185,1254,760,247,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
331,147,80,914,283,57,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
332,290,176,40,798,2261,47,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
333,325,202,84,953,154,91,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
334,416,270,237,1400,1087,367,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
335,470,312,344,1694,1761,725,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
336,317,196,73,916,96,78,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
337,169,94,1036,351,305,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
338,17,8,130,14,1227,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
339,289,176,39,795,2248,46,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
340,142,77,886,268,19,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
341,917,698,3,93,591,196,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
342,929,709,6,99,672,220,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
343,545,373,506,1,107,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
344,1075,846,89,200,1829,771,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
345,1052,824,72,182,1635,645,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
346,1789,1571,1029,1380,1042,349,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
347,441,290,286,1535,1396,511,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
348,1772,1553,1001,1338,946,312,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
349,221,129,1307,528,1080,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
350,440,290,285,1533,1390,508,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
351,551,379,521,2,143,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
352,890,673,1351,79,413,149,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
353,339,212,105,1018,269,115,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
354,749,547,994,28,1880,30,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
355,1948,1743,1296,1811,2031,920,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
356,54,26,375,66,249,111,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
357,913,694,2,90,561,188,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
358,251,149,6,642,1588,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
359,603,422,640,5,502,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
360,563,388,547,2,214,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
361,1385,1150,426,565,1249,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
362,2,1,10,1,118,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
363,164,91,1005,334,233,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
364,842,630,1228,58,153,90,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
365,613,430,662,5,579,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
366,1690,1466,870,1144,522,177,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
367,155,85,960,308,137,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
368,1885,1674,1188,1632,1619,635,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
369,134,72,845,248,2301,1151,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
370,1434,1200,491,642,1592,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
371,977,754,25,128,1026,343,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
372,432,283,268,1486,1283,455,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
373,1345,1110,375,507,986,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
374,3,2,18,2,204,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
375,61,30,418,78,404,147,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
376,1013,788,45,152,1310,468,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
377,1016,790,47,154,1330,477,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
378,398,256,203,1306,874,286,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
379,695,499,858,16,1321,14,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
380,1143,911,149,262,7,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
381,1967,1764,1330,1869,2162,1027,5448787,4304350,4227702,4005980,7914636,1689532,27590987,9
382,982,758,28,131,1061,357,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
383,170,94,1038,352,308,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
384,1149,917,155,268,19,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
385,68,34,463,92,580,193,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
386,1,1,2,1,21,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
387,508,343,425,1917,2273,1125,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
388,18,8,134,15,1264,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
389,62,30,428,81,441,156,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
390,1638,1411,789,1029,290,120,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
391,1238,1003,247,365,360,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
392,1128,896,135,247,2300,1149,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
393,397,256,203,1304,869,284,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
394,1,1,4,1,36,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
395,700,504,872,17,1375,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
396,554,381,527,2,159,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
397,13,6,101,10,981,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
398,608,426,651,5,542,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
399,320,198,77,929,116,83,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
400,105,54,678,171,1516,576,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
401,313,193,69,901,75,74,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
402,801,593,1125,43,7,57,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
403,884,667,1336,76,377,140,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
404,1020,794,50,157,1364,495,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
405,597,416,624,4,451,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
406,171,95,1042,355,319,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
407,1342,1107,370,501,961,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
408,292,178,43,809,2306,49,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
409,956,734,15,114,863,282,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
410,207,119,1232,475,844,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
411,1,1,6,1,62,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
412,28,13,205,27,1834,28,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
413,559,385,539,2,190,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
414,1216,982,223,339,256,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
415,109,57,703,182,1633,644,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
416,10,5,75,7,749,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
417,15,7,110,12,1060,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
418,61,29,416,77,396,145,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
419,1061,833,79,189,1708,691,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
420,190,108,1147,419,595,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
421,9,4,65,6,660,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
422,473,315,351,1715,1809,757,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
423,434,285,273,1500,1315,470,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
424,557,383,534,2,178,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
425,415,270,236,1397,1079,364,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
426,54,26,375,66,248,111,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
427,177,99,1077,376,407,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
428,1399,1165,445,588,1350,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
429,982,758,27,131,1060,356,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
430,684,490,832,14,1216,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
431,942,721,10,107,766,249,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
432,234,137,1373,575,1292,14,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
433,11,5,79,8,791,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
434,1949,1744,1298,1815,2040,928,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
435,605,423,643,5,514,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
436,1,1,1,1,6,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
437,1475,1241,548,712,1894,31,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
438,4,2,28,3,305,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
439,301,184,53,846,11,58,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
440,496,334,399,1847,2113,986,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
441,680,487,823,14,1181,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
442,1105,875,114,226,2095,971,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
443,937,717,8,104,730,238,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
444,592,412,613,4,412,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
445,5,3,38,4,401,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
446,37,17,268,40,2322,50,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
447,1897,1687,1209,1667,1698,685,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
448,81,41,542,118,907,297,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
449,262,157,14,684,1772,26,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
450,770,565,1045,33,2099,39,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
451,754,551,1006,29,1930,32,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
452,39,18,281,42,3,56,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
453,628,442,697,7,703,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
454,1824,1608,1086,1469,1244,436,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
455,270,162,20,716,1913,31,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
456,1414,1180,464,611,1452,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
457,1900,1691,1215,1676,1720,699,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
458,147,80,915,284,59,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
459,139,75,872,261,6,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
460,376,240,166,1198,637,209,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
461,1332,1097,359,488,902,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
462,1619,1391,759,989,215,104,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
463,132,71,833,242,2243,1098,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
464,1169,937,174,289,74,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
465,980,756,26,129,1044,350,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
466,425,277,254,1448,1196,414,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
467,152,83,942,298,104,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
468,901,683,1380,84,482,166,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
469,34,16,248,35,2163,42,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
470,99,51,646,158,1370,497,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
471,33,15,238,33,2087,39,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
472,615,431,667,6,594,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
473,1,1,3,1,34,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
474,72,36,485,99,667,218,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
475,734,534,956,24,1723,25,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
476,389,250,189,1264,780,254,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
477,19,9,142,16,1323,14,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
478,959,737,17,117,889,291,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
479,297,182,48,831,1,55,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
480,1408,1173,456,601,1408,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
481,38,18,272,40,2352,52,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
482,1897,1687,1209,1666,1698,684,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
483,4,2,28,3,310,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
484,18,8,136,15,1274,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
485,505,341,419,1900,2234,1090,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
486,1196,963,202,317,171,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
487,1749,1529,964,1282,822,268,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
488,138,74,864,257,1,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
489,274,165,24,732,1983,34,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
490,1195,962,201,316,167,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
491,516,350,443,1968,2388,1233,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
492,1135,904,142,255,2369,1215,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
493,918,698,3,93,593,197,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
494,944,723,11,107,775,252,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
495,1158,925,163,277,40,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
496,5,3,39,4,413,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
497,118,62,756,205,1879,806,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
498,110,57,708,184,1657,659,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
499,649,461,749,9,893,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
500,867,652,1292,68,280,118,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
501,776,571,1061,35,2164,42,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
502,292,178,42,806,2294,49,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
503,113,59,725,191,1734,707,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
504,121,64,773,213,1958,864,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
505,868,653,1295,69,286,119,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
506,64,32,440,85,489,168,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
507,1120,889,128,240,2231,1087,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
508,60,29,414,77,388,143,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
509,8,4,59,6,606,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
510,891,674,1356,80,424,152,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
511,39,18,277,41,2388,54,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
512,1805,1589,1056,1422,1136,388,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
513,485,325,377,1785,1971,874,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
514,787,580,1088,38,2283,48,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
515,1676,1451,848,1113,457,160,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
516,2,1,14,2,153,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
517,721,522,922,21,1581,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
518,1056,827,75,184,1662,662,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
519,510,345,429,1928,2297,1147,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
520,10,4,71,7,718,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
521,406,263,220,1351,976,323,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
522,556,382,530,2,168,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
523,1204,970,210,326,203,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
